STT,doi/PMID,Abstract/Introduction,Journal type,experiment,model,relation ,display_relation,x_name ,x_type ,y_name,y_type,note,expert opinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,37047194,Abstract,original article,,human,disease_phenotype_positive,,Niemann-Pick Disease Type C1,disease,mitochondrial dysfunction,phenotype,"""NPC disease... characterized by an abnormal accumulation of lipids in the late endosomal/lysosomal network""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,37047194,Abstract,original article,,human,disease_phenotype_positive,,Niemann-Pick Disease Type C1,disease,impaired autophagy,phenotype,"""NPC disease... characterized by an abnormal accumulation of lipids in the late endosomal/lysosomal network""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,37047194,Abstract,original article,,"yeast model, cell line",disease_phenotype_positive,,Niemann-Pick Disease Type C1,disease,premature aging,phenotype,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,37047194,Abstract,original article,,cell line,phenotype_protein,,NPC phenotypes,phenotype,Ncr1,protein/gene,"""NPC phenotypes are conserved in yeast lacking Ncr1, an orthologue of human NPC1""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,37047194,Abstract,original article,,"yeast model, cell line",phenotype_protein,,Ncr1,protein/gene,iron overload,phenotype,"Moreover, ncr1∆ cells exhibited iron overload mediated by the low-iron sensing
transcription factor Aft1.",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,37047194,Abstract,original article,,"yeast model, cell line",phenotype_protein,,iron overload,phenotype,Aft1,protein/gene,"""ncr1Δ cells exhibited iron overload mediated by the low-iron sensing transcription factor Aft1""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,37047194,Abstract,original article,,"yeast model, cell line",phenotype_cellcomp,,Iron deprivation,exposure,autophagic flux,phenotype,"""Iron deprivation restored the autophagic flux of ncr1Δ cells""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,37047194,Abstract,original article,,"yeast model, cell line",phenotype_cellcomp,,Iron deprivation,cellular_component,restored the autophagic flux,phenotype,"""Iron deprivation restored the autophagic flux of ncr1Δ cells""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,37047194,Abstract,original article,,"yeast model, cell line",phenotype_cellcomp,,loss of Ncr1,phenotype,yeast lysosome-like vacuoles,cellular_component,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,37047194,Abstract,original article,,"yeast model, cell line", bioprocess_protein,,autophagy,biological_process,vacuolar membrane proteins,protein/gene,"""Our results revealed changes in vacuolar membrane proteins that are associated mostly with... autophagy""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,37047194,Abstract,original article,,"yeast model, cell line", bioprocess_protein,,ion homeostasis,biological_process,vacuolar membrane proteins,protein/gene,"""Our results revealed changes in vacuolar membrane proteins that are associated mostly with... autophagy""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,37047194,Abstract,original article,,"yeast model, cell line",phenotype_phenotype,,iron overload,phenotype,autophagy impairment,phenotype,"Overall,these results implicate iron overload on autophagy impairment and cell death in the yeast model of NPC1.",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,37047194,Abstract,original article,,"yeast model, cell line",phenotype_phenotype,,iron overload,phenotype,cell death,phenotype,"Overall,these results implicate iron overload on autophagy impairment and cell death in the yeast model of NPC1.",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,review,,,,,,,,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Abstract,original article,,human,disease_phenotype_positive,,Niemann-Pick disease type C (NP-C),disease,neurodegenerative phenotypes,phenotype,Niemann-Pick disease type C (NP-C) is a genetic lysosomal disorder associated with progressive neurodegenerative phenotypes.,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Abstract,original article,in vivo,mice,indication,,Lithium,drug,Niemann-Pick disease type C ,disease,"Thus, this study reveals a potential therapeutic option for NP-C patients...",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Abstract,original article,in vivo,mice,drug_effect,,Lithium,drug,improved ataxia,phenotype,"lithium treatment improves ataxia and feeding phenotypes, attenuates cerebellar inflammation and degeneration, and extends survival in Npc1 mouse models",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Abstract,original article,in vivo,mice,drug_effect,,Lithium,drug,improved feeding phenotypes,phenotype,"lithium treatment improves ataxia and feeding phenotypes, attenuates cerebellar inflammation and degeneration, and extends survival in Npc1 mouse models",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Abstract,original article,in vivo,mice,drug_effect,,Lithium,drug,attenuated cerebellar inflammation,pathology,"lithium treatment improves ataxia and feeding phenotypes, attenuates cerebellar inflammation and degeneration, and extends survival in Npc1 mouse models",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Abstract,original article,in vivo,mice,drug_effect,,Lithium,drug,attenuated cerebellar degeneration,pathology,"lithium treatment improves ataxia and feeding phenotypes, attenuates cerebellar inflammation and degeneration, and extends survival in Npc1 mouse models",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Abstract,original article,in vivo,mice,drug_effect,,Lithium,drug,extend survival,phenotype,"lithium treatment improves ataxia and feeding phenotypes, attenuates cerebellar inflammation and degeneration, and extends survival in Npc1 mouse models",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Abstract,original article,"in vivo, in vitro","mice, cell line",drug_protein,target,Lithium,drug,STING activation,biological_process,lithium suppresses STING activation... in the Npc1 mice and in Npc1-deficient fibroblasts.,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Abstract,original article,"in vitro, in vivo","mice, cell line",drug_bioprocess,target,Lithium,drug,SREBP2 processing,biological_process,lithium suppresses... SREBP2 processing to its mature form... in the Npc1 mice and in Npc1-deficient fibroblasts.,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Abstract,original article,in vitro,cell line,drug_effect,,Lithium,drug,reduced active STING transport,biological_process,Lithium impedes STING/SREBP2 transport from the ER to the Golgi...,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Abstract,original article,in vitro,cell line,drug_effect,,Lithium,drug,reduced acitve SREBP2 transport,biological_process,Lithium impedes STING/SREBP2 transport from the ER to the Golgi...,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Introduction (khổ cuối),original article,in vitro,human,disease_protein,mutation,Niemann-Pick disease type C ,disease,NPC1,protein/gene,...a subject homozygous for the most frequent Npc1 mutation (p.I1061T),done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Introduction (khổ cuối),original article,in vitro,cell line,drug_bioprocess,,Lithium,drug,ER to Golgi transport,biological_process,lithium reduced STING activation and SREBP2 processing by impeding the transport of these proteins from the ER to the Golgi,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Introduction (khổ cuối),original article,in vitro,cell line,drug_effect,,Lithium,drug,reduced basal cytoplasmic Ca2+ levels,phenotype,treatment with lithium resulted in a reduction in basal cytoplasmic Ca2+ levels in cultured cells.,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Introduction (khổ cuối),original article,in vitro,cell line,drug_bioprocess,,Lithium,drug,calcium influx,biological_process,lithium contributes to calcium homeostasis by inhibiting calcium influx mediated by the N-methyl-Daspartate (NMDA) receptor,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Introduction (khổ cuối),original article,in vitro,cell line,drug_bioprocess,,Lithium,drug,improved behaviors,phenotype,lithium contributes to calcium homeostasis by inhibiting calcium influx mediated by the N-methyl-Daspartate (NMDA) receptor,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,37128603,Introduction (khổ cuối),original article,in vitro,cell line,drug_bioprocess,,Lithium,drug,cognitive deficit,protein/gene,lithium contributes to calcium homeostasis by inhibiting calcium influx mediated by the N-methyl-Daspartate (NMDA) receptor,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,37168644,,"review, case report",,,,,,,,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,review,,,,,,,,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,37210540,Abstract,research,in vivo,human,disease_disease,,lysosomal storage disease,disease,Niemann–Pick disease type C,disease,Niemann–Pick disease type C (NPC) is a rare inherited lysosomal storage disease,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,37210540,Abstract,research,in vivo,human,disease_phenotype_positive,,Niemann–Pick disease type C,disease,accumulation of cholesterol,phenotype,typified by accumulation of cholesterol and other lipids in late endosomes/lysosomes,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,37210540,Abstract,research,in vivo,human,disease_phenotype_positive,,Niemann–Pick disease type C,disease,accumulation of lipids,phenotype,typified by accumulation of cholesterol and other lipids in late endosomes/lysosomes,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,37210540,Abstract,research,in vivo,human,disease_phenotype_positive,,Niemann–Pick disease type C,disease,neurological symptoms,phenotype,"resulting in a spectrum of neurological, psychiatric, and systemic symptoms",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,37210540,Abstract,research,in vivo,human,disease_phenotype_positive,,Niemann–Pick disease type C,disease,psychiatric symptoms,phenotype,"resulting in a spectrum of neurological, psychiatric, and systemic symptoms",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,37210540,Abstract,research,in vivo,human, anatomy_disease,,liver,anatomy,Niemann–Pick disease type C,disease,"resulting in a spectrum of neurological, psychiatric, and systemic symptoms (notably liver disease)",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,37210540,Abstract,research,in vivo,human,disease_phenotype_positive,,Niemann–Pick disease type C,disease,declining cognition,phenotype,"neurological signs, including declining cognition, memory loss... are among the most pressing past and current concerns for patients",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,37210540,Abstract,research,in vivo,human,disease_phenotype_positive,,Niemann–Pick disease type C,disease,memory loss,phenotype,"neurological signs, including declining cognition, memory loss... are among the most pressing past and current concerns for patients",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,37210540,Abstract,research,in vivo,human,disease_phenotype_positive,,Niemann–Pick disease type C,disease,impaired mobility,phenotype,"as well as increasingly impaired mobility and motor function, are among the most pressing... concerns",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,37210540,Abstract,research,in vivo,human,disease_phenotype_positive,,Niemann–Pick disease type C,disease,impaired motor function,phenotype,"as well as increasingly impaired mobility and motor function, are among the most pressing... concerns",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,37210540,Introduction (khổ cuối),research,in vivo,human,indication,,Miglustat,drug,Niemann–Pick disease type C,disease,"Currently, Miglustat is approved for use in NPC in several countries",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,37210540,Introduction (khổ cuối),research,in vivo,human,indication,,Arimoclomol,drug,Niemann–Pick disease type C,disease,Other therapeutics currently under investigation include IV HPβCD... and Arimoclomol,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,37210540,Introduction (khổ cuối),research,in vivo,human,indication,,2-hydroxypropyl-ß-cyclodextrin,drug,Niemann–Pick disease type C,disease,Other therapeutics currently under investigation include IV HPβCD (phase III; NCT04860960) and Arimoclomol (expanded access program; NCT004316637),done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,37245481,Abstract,original article,ex vivo,human,disease_protein,mutation,Niemann–Pick Type C disease,disease,NPC1,protein/gene,"""Indeed, mutations in NPC1 or NPC2 result in the accumulation of cholesterol in LE/ Lys of NPC disease samples",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,37245481,Abstract,original article,ex vivo,human,disease_protein,mutation,Niemann–Pick Type C disease,disease,NPC2,protein/gene,"""Indeed, mutations in NPC1 or NPC2 result in the accumulation of cholesterol in LE/ Lys of NPC disease samples",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,37245481,Abstract,original article,ex vivo,human,disease_phenotype_positive,,Niemann–Pick Type C disease,disease,accumulation of cholesterol,phenotype,Niemann–Pick Type C (NPC) disease -in which mutations in NPC1 or NPC2 result in the accu-mulation of cholesterol in the LE/Lys,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,37245481,Other,original article,ex vivo,human, bioprocess_protein,,NPC1,protein/gene,intracellular trafficking of cholesterol,biological_process,NPC1... plays a role in the intracellular trafficking of cholesterol,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,37245481,Abstract,original article,ex vivo,human,protein_protein,,CLN3,protein/gene,NPC2,protein/gene,CLN3 affects the trafficking of the cation-independent mannose-6 phosphate receptor and its ligand NPC2,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,37248494,Abstract,original article,in vivo,mice,exposure_disease,,N-acetyl-leucine,GRAS/Excipient/prodrug,Niemann-Pick disease type C,disease,"""The modified amino acid N-acetyl-leucine has been associated with positive symptomatic and neuroprotective, disease-modifying effects in various studies, including animal models of NPC...""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,37248494,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick disease type C,disease,Cognitive decline,phenotype,"""Niemann-Pick disease type C (NPC) is a rare autosomal recessive neurodegenerative lysosomal disease characterized by multiple symptoms such as progressive cerebellar ataxia and cognitive decline.""
",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,37248494,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick disease type C,disease,Progressive cerebellar ataxia,phenotype,"""Niemann-Pick disease type C (NPC) is a rare autosomal recessive neurodegenerative lysosomal disease characterized by multiple symptoms such as progressive cerebellar ataxia and cognitive decline.""
",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,37248494,Abstract,original article,in vivo,human,exposure_phenotype,,N-acetyl-L-leucine,GRAS/Excipient/prodrug,improved symptoms,phenotype,"""...clinical trials have previously demonstrated that IB1001 rapidly improved symptoms, functioning, and quality of life for pediatric and adult NPC patients...""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,37248494,Abstract,original article,in vivo,human,exposure_phenotype,,N-acetyl-L-leucine,GRAS/Excipient/prodrug,improved functioning,phenotype,"""...clinical trials have previously demonstrated that IB1001 rapidly improved symptoms, functioning, and quality of life for pediatric and adult NPC patients...""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,37248494,Abstract,original article,in vivo,human,exposure_phenotype,,N-acetyl-L-leucine,GRAS/Excipient/prodrug,quality of life,phenotype,"""...clinical trials have previously demonstrated that IB1001 rapidly improved symptoms, functioning, and quality of life for pediatric and adult NPC patients...""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,37248494,Introduction (khổ cuối),original article,in vivo,human,exposure_bioprocess,,N-acetyl-L-leucine,GRAS/Excipient/prodrug,neuroprotective,biological_process,"""...although there is data supporting both the symptomatic and neuroprotective, disease-modifying effects of IB1001 for NPC...""
",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,37348967,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,brain iron dysregulation,phenotype,"""While brain iron dysregulation... its associ-ation with the progressive neurodegeneration in Niemann-Pick type C is unknown"".",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,37348967,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,systemic iron abnormalities,phenotype,"
""Systemic iron abnormalities have been reported in patients with Niemann-Pick type C""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,37348967,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,neurodegenerative disorders,phenotype,"
""Systemic iron abnormalities have been reported in patients with Niemann-Pick type C""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,37348967,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,Thalamus atrophy,phenotype,"""We observed lower volume in the thalamus... in patients with Niemann-Pick type C""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,37348967,Abstract,original article,in vivo,human,pathology_anatomy_present,,Regional Iron Deposition,phenotype,pulvinar nucleus,anatomy,"""Our findings suggest iron deposition in the pulvinar nucleus in Niemann-Pick type C""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,37348967,Abstract,original article,in vivo,human,pathology_anatomy_present,,iron deposition,pathology,pulvinar nucleus,anatomy,"""Our findings suggest iron deposition in the pulvinar nucleus in Niemann-Pick type C""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,37348967,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,neurodegeneration,phenotype,"
""This preliminary evidence supports the link between iron and neurodegeneration in Niemann-Pick type C""
",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,37348967,Introduction (khổ cuối),original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,neurodegeneration,phenotype,"""key brain regions that undergo neurodegeneration in NPC""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,37348967,Introduction (khổ cuối),original article,in vivo,human, anatomy_disease,,thalamus,anatomy,Niemann-Pick Disease Type C,disease,"""individuals with NPC would evince altered levels of iron in... the thalamus""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,37348967,Introduction (khổ cuối),original article,in vivo,human, anatomy_disease,,striatum,anatomy,Niemann-Pick Disease Type C,disease,"""individuals with NPC would evince altered levels of iron in... striatum""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,37348967,Introduction (khổ cuối),original article,in vivo,human, anatomy_disease,,hippocampus,anatomy,Niemann-Pick Disease Type C,disease,"
""individuals with NPC would evince altered levels of iron in... hippocampus""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line,disease_protein,mutation,NPC1,protein/gene,Niemann–Pick type C disease,disease,"""Niemann–Pick type C (NP-C) disease is a rare lysosomal storage disease caused by mutations in NPC1 (95% cases) or NPC2 (5% cases).""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line,disease_protein,mutation,NPC2,protein/gene,Niemann–Pick type C disease,disease,"""Niemann–Pick type C (NP-C) disease is a rare lysosomal storage disease caused by mutations in NPC1 (95% cases) or NPC2 (5% cases).""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line,disease_phenotype_positive,,Niemann–Pick type C disease,disease,cholesterol accumulation,phenotype,"""...Ncr1 rescues the diagnostic hallmarks of cholesterol and sphingolipid accumulation.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line,disease_phenotype_positive,,Niemann–Pick type C disease,disease,sphingolipid accumulation,phenotype,"""...Ncr1 rescues the diagnostic hallmarks of cholesterol and sphingolipid accumulation.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line,disease_phenotype_positive,,Niemann–Pick type C disease,disease,Ncr1,protein/gene,"""...Ncr1 rescues the diagnostic hallmarks of cholesterol and sphingolipid accumulation.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line,,,yeast,,Ncr1,protein/gene,"""...Ncr1 rescues the diagnostic hallmarks of cholesterol and sphingolipid accumulation.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line,phenotype_protein,,rescues cholesterol accumulation,phenotype,Ncr1,protein/gene,"""...Ncr1 rescues the diagnostic hallmarks of cholesterol and sphingolipid accumulation.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line,phenotype_protein,,rescues sphingolipid accumulation.,phenotype,Ncr1,protein/gene,"""...Ncr1 rescues the diagnostic hallmarks of cholesterol and sphingolipid accumulation.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line, bioprocess_protein,,NPC1,protein/gene,cholesterol egress,biological_process,"""These proteins function together in cholesterol egress from the lysosome...""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line, bioprocess_protein,,NPC2,protein/gene,cholesterol egress,biological_process,"""These proteins function together in cholesterol egress from the lysosome...""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vivo,cell line,protein_protein,,Ncr1,protein/gene,Cyb5,protein/gene,"""To provide biological context for the Ncr1-Cyb5 PPI, a yeast strain lacking this PPI (via gene deletions) exhibited altered levels of sterols and sphingolipids...""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line,protein_protein,,Ncr1,protein/gene,Cbr1,protein/gene,"""...include PPIs with the Cyb5/Cbr1 electron transfer system...""
",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line,protein_protein,,Ncr1,protein/gene,"
ceramide synthase complex",protein/gene,"""...include PPIs with... the ceramide synthase complex...""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line,protein_protein,,Ncr1,protein/gene,Sec61,protein/gene,"""...and the Sec61/Sbh1 protein translocation complex.""
",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line,protein_protein,,Ncr1,protein/gene,Sbh1,protein/gene,"""...and the Sec61/Sbh1 protein translocation complex.""
",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Abstract,original article,in vitro,cell line,phenotype_protein,,Cyb5,protein/gene,"
increased glucosylceramide",phenotype,"""...a yeast strain lacking this PPI (via gene deletions) exhibited altered levels of sterols and sphingolipids including increased levels of glucosylceramide that mimic NP-C disease.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Introduction (khổ cuối),original article,in vitro,cell line, bioprocess_protein,,NPC1,protein/gene,cholesterol transport,biological_process,"
""...increase our understanding of cholesterol transport as well as NP-C disease.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Introduction (khổ cuối),original article,in vitro,cell line, bioprocess_protein,,Ncr1,protein/gene,cholesterol transport,biological_process,"
""...increase our understanding of cholesterol transport as well as NP-C disease.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Introduction (khổ cuối),original article,in vitro,cell line, bioprocess_protein,,Niemann-Pick Disease Type C,disease,NPC1,protein/gene,"""...increase our understanding of cholesterol transport as well as NP-C disease.""
",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,37440478,Introduction (khổ cuối),original article,in vitro,cell line,disease_protein,,Niemann-Pick Disease Type C,disease,Ncr1,protein/gene,"""Since the yeast model of NP-C disease has previously identified genetic and protein interactions...""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,37367064,Abstract,original article,in vitro,mice,disease_protein,mutation,NPC1,protein/gene,Niemann–Pick type C disease,disease,"""potentially relevant for the Niemann–Pick type C disease when mutations in NPC1 protein result in the accumulation of cholesterol and other lipids in lysosomes.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,37367064,,original article,in vitro,cell line,cellcomp_protein,,adenosine A2A receptors,cellular_component,NPC1,protein/gene,"""NPC1 protein was identified to interact with the C-terminal tail of A2AR in RAW 264.7 and IPMφ cells""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,37367064,Abstract,original article,in vitro,mice,protein_protein,,adenosine A2A receptors,cellular_component,Lysosomal-associated membrane protein 2,protein/gene,"""stimulation of A2AR also altered the density of lysosome-associated membrane protein 2 (LAMP2)... associated with the NPC1 protein.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,37367064,Abstract,original article,in vitro,mice,protein_protein,,adenosine A2A receptors,cellular_component,Early Endosome Antigen 1,protein/gene,"""stimulation of A2AR also altered the density of... early endosome antigen 1 (EEA1), two endosomal markers associated with the NPC1 protein.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,37367064,Abstract,original article,in vitro,mice,phenotype_phenotype,,adenosine A2A receptors activation,phenotype,reduces expression NPC1 mRNA,phenotype,"""stimulation of A2AR also altered the density of... early endosome antigen 1 (EEA1), two endosomal markers associated with the NPC1 protein.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,37367064,Abstract,original article,in vitro,mice,phenotype_phenotype,,adenosine A2A receptors activation,phenotype,reduces expression NPC1 protein ,phenotype,"""stimulation of A2AR also altered the density of... early endosome antigen 1 (EEA1), two endosomal markers associated with the NPC1 protein.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,37367064,Abstract,original article,in vitro,mice,protein_protein,,NPC1,protein/gene,Lysosomal-associated membrane protein 2,protein/gene,"""lysosome-associated membrane protein 2 (LAMP2) and early endosome antigen 1 (EEA1), two endosomal markers associated with the NPC1 protein.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
